@relation plant-texture

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99}

@data
0,0.092717,1,0,0.12136,0.013333,0.037235,1,0.054725,0,0,0,0.096488,0.063494,0,0,0.057508,0.299071,0,0.304341,0,0,0.370007,0,0,0,0,1,0.027272,0.124997,0.030821,0,0,0,0.261363,0,0,0.125564,0,0,0,0.012993,0.005527,0,0.340414,0.027779,0.396034,0.007843,0.094014,0,0,0.008337,0,0,0,0,0.282488,0,0.036693,0,0,0,0.30337,0,24
0,0.52318,0.256203,0,0,0.033336,0.015959,0.325961,0.119405,0,0,0,0.131573,0.08995,0,0.016393,0.092652,1,0,1,0,0,0.390006,0,0,0,0,0.16,0.122729,0.124997,0.041096,0,0,0,0.647723,0,0,0.013454,0,0,0,0.09091,0,0,0.340414,0.016668,0.386139,0,0.059828,0.029412,0,0.008337,0,0,0,0,0.197744,0,0.165129,0,0,0,0.30337,0,24
0.011821,0.039733,0.603326,0,0.155341,0,0.122343,0.524853,0.034826,0,0,0.013462,0.026318,0.08995,0,0.07377,0.003196,0.12617,0.012986,0.355064,0,0.032966,0.420004,0.007249,0,0,0,0.337139,0.286367,0.159092,0.184928,0.022729,0,0.024861,0.079546,0,0,0.107627,0,0.017648,0,0.142855,0.005527,0,0.602817,0.077779,0.445541,0.074512,0.102564,0.214288,0,0.191663,0,0.013332,0.01818,0,0.288141,0,0.027524,0,0,0,0.078652,0.032682,24
0,0.390729,0.644651,0,0.077671,0.126673,0,0.430934,0.44776,0,0,0,0.192976,0.201057,0,0,0.268372,0.046732,0,0.58694,0,0.021977,0.085003,0,0.012738,0,0.017166,0.377139,0.254552,0.124997,0.051368,0.007579,0,0,0.363634,0,0,0.031391,0,0,0,0.051945,0.066299,0.009478,0.049644,0.172221,0.227723,0.019609,0.085472,0.256303,0,0.025002,0,0.003335,0,0,0.005652,0,0.339437,0,0,0,0.280898,0.065364,25
0,0.410599,0.404976,0.042425,0,0.226673,0.005322,0.005527,0.671659,0.006192,0,0,0.482449,0.407406,0,0.262297,0.313101,0.042057,0,0.615924,0,0.005497,0.019999,0.014491,0.280257,0.003227,0,0.022855,0.013638,0.624997,0.023972,0,0,0,0.659091,0,0,0,0.026488,0.023527,0,0.220786,0.071821,0,0.007095,0,0.277229,0,0.128199,0.008403,0,0.066661,0.04142,0,0,0,0.011299,0,0.284387,0,0,0.002599,0.68539,0.026143,25
0,0.576163,0.512415,0.012121,0,0.32668,0,0.016576,1,0,0,0,0.315781,0.248675,0,0,0.453672,0.112154,0,0.673889,0,0,0.005002,0,0.337582,0,0,0.028572,0.004548,0.306814,0,0,0,0,0.77272,0,0,0,0,0,0,0.1948,0.033147,0,0.007095,0,0.099013,0,0.162393,0.021009,0,0.025002,0,0,0,0,0,0,0.422,0,0,0,0.202246,0,25
0,0.423844,0.115707,0.218184,0,0.260008,0,0.033147,0.502486,0.003097,0,0,0.157891,0.26455,0,0,0.338675,0.102804,0,0.478245,0,0,0.055,0.043474,1,0,0,0.045711,0.045457,0.329539,0.054794,0,0.008474,0,0.522726,0,0,0,0.026488,0.035291,0.007127,0.207793,0.132598,0,0.007095,0,0.237628,0,0.239314,0.071431,0,0,0.076921,0,0,0,0,0,0.440347,0,0,0,0.30337,0.01961,25
0,0.410599,0.562,0.036362,0.004857,0.086667,0.021276,0.049723,0.691528,0,0,0,0.271921,0.365081,0,0.155741,0.22045,0.056077,0,0.521719,0,0.010989,0.064999,0,0.394906,0,0,0.034283,0.122729,0.363634,0.044519,0,0,0,0.477275,0,0,0.022423,0.01987,0.011764,0,0.311696,0.110494,0,0.028366,0,0.366337,0,0.162393,0.109246,0,0.116665,0,0.003335,0,0,0.011299,0,0.366952,0,0,0,0.573038,0.032682,25
0,0.53643,0.388439,0.006063,0,0.080004,0,0.104973,0.437811,0,0,0,0.131573,0.301588,0,0,0.236425,0.144861,0.003248,0.681139,0,0.109891,0.074999,0.007249,0.484079,0,0.030043,0.142855,0.136367,0.261363,0.030821,0,0,0,0.704542,0,0,0.008968,0.046358,0,0.007127,0.116883,0.149168,0,0.042549,0,0.168321,0,0.256406,0.142858,0,0.025002,0.00592,0,0,0,0,0,0.467872,0,0,0,0.213487,0.176474,25
0,0.49669,0.388439,0.012121,0,0.186674,0.005322,0.127071,0.492537,0,0.006849,0,0.096488,0.132275,0,0,0.351435,0.023366,0,0.594183,0,0.010989,0.290005,0.036232,0.350319,0,0.051503,0.091428,0.077276,0.227268,0.099313,0,0,0,0.284088,0,0,0.013454,0.026488,0,0.026128,0.077917,0.33701,0.00711,0.049644,0.016668,0.564355,0.003923,0.042736,0.016806,0,0,0.035501,0.003335,0,0,0,0,0.385307,0,0,0,0.044941,0.372559,25
0,0.350997,0.66118,0,0,0.026666,0,0.049723,0.437811,0,0,0,0.07017,0.687815,0,0.254096,0.073483,0.079443,0,0.521719,0.010005,0.423086,0.01,0,0.044587,0,0,0.057145,0.172729,0.124997,0.010275,0.0303,0,0,0.397728,0.025427,0,0.008968,0,0,0,0.233766,0.038674,0,0.021278,0.011111,0.227723,0,0.273499,0.34034,0,0.433322,0.00592,0,0,0,0.033897,0,0.568783,0,0,0,0.224716,0.058825,25
0,0.350997,0.330585,0,0,0.11334,0,0,0.626878,0,0,0,0.105264,1,0,0.032785,0.111823,0.158881,0,0.644906,0,0.230776,0.005002,0.007249,0.089173,0,0,0.005717,0.09091,0.409086,0,0,0,0,0.431812,0,0,0.004486,0.006625,0,0,0.1948,0.022098,0,0.028366,0,0.237628,0,0.316234,0.168066,0,0.2,0.00592,0,0,0,0.033897,0,0.697218,0,0,0,0.30337,0.078435,25
0,0.331127,0.247944,0.133333,0,0.240006,0.005322,0.033147,0.462682,0.009289,0,0,0.254378,0.179894,0,0,0.348261,0.070093,0,0.514477,0,0.016486,0.050003,0.021741,0.834399,0.003227,0,0.068572,0.113638,0.522726,0.05822,0,0.008474,0,0.534083,0,0,0,0.046358,0.011764,0.045132,0.10389,0.187843,0,0.014183,0,0.306925,0,0.13675,0.054621,0,0.008337,0.076921,0,0,0,0,0.029266,0.412823,0,0,0,0.235957,0.052286,25
0,0.49669,0.057854,0.28485,0,0.260008,0,0,0.47761,0.009289,0,0,0.22807,0.052912,0,0,0.472844,0.056077,0,0.499986,0,0.010989,0.060002,0.188402,0.859901,0,0,0,0.063638,0.38636,0.023972,0,0.033898,0,0.397728,0,0,0,0.01987,0.064703,0.011877,0.142855,0.110494,0,0.007095,0,0.29703,0,0.094014,0.037815,0,0,0.153848,0,0,0,0,0.009755,0.577952,0,0,0,0.191016,0.013071,25
0,0.105961,0.016528,0.648482,0,0.093337,0.021276,0,0.104478,0.043344,0.006849,0,0.105264,0.0582,0,0.0082,0.025558,0.018691,0.06169,0.036232,0,0.016486,0.135001,0.123188,0.439493,0.138711,0.004294,0,0.172729,0.124997,0.232873,0,0.137712,0,0.102271,0,0.029825,0,0.185433,0.182346,0.047506,0.077917,0.232043,0,0.056732,0,0.435645,0,0.102564,0.042019,0,0,0.491123,0.143332,0,0,0,0.039021,0.220178,0.006441,0,0.036364,0.35955,0.045753,25
0,0.291394,0.223147,0.14546,0.033981,0.306677,0.031913,0.243092,0.104478,0.009289,0,0,0.192976,0,0,0,0.140577,0,0.081169,0.231876,0,0,0.495007,0.123188,0.108283,0,0.120172,0.114283,0.027272,0.102271,0.078766,0,0.006356,0,0.11364,0,0.003509,0.013454,0.145694,0.047055,0.095011,0.051945,0.624292,0.045024,0.170211,0.03889,0.445541,0.003923,0.102564,0.016806,0,0,0.100594,0.059999,0,0,0.011299,0,0.110089,0,0,0.005194,0.011241,0.594786,25
0,0.629141,0.669448,0.024241,0,0.20667,0,0.121543,0.597025,0.003097,0,0,0.22807,0.084656,0,0,0.431327,0.056077,0,0.637665,0,0.005497,0.035001,0,0.242036,0,0.017166,0.405711,0.04091,0.409086,0.010275,0,0,0,0.522726,0,0,0.013454,0.052977,0,0.021378,0.051945,0.138119,0.002371,0.007095,0.022221,0.237628,0,0.076921,0.054621,0,0,0,0.003335,0,0,0.005652,0,0.311912,0,0,0,0.067411,0.228766,25
0,0.602651,0.884309,0,0,0.166671,0,0.110495,0.517398,0,0.003426,0,0.175433,0.280424,0,0,0.303516,0.130845,0,0.608674,0,0.010989,0.035001,0,0.082801,0,0,0.497139,0.118186,0.397728,0.023972,0,0,0,1,0,0,0.017936,0.013244,0,0,0.051945,0.038674,0,0,0.027779,0.108909,0,0.196578,0.067227,0,0,0,0,0,0,0,0,0.229347,0,0,0,0.191016,0.111117,25
0,0.370867,0.537212,0.030305,0,0.073334,0,0.022098,0.736308,0.003097,0,0,0.377185,0.407406,0,0.532794,0.252397,0.084113,0,0.463754,0,0.005497,0.005002,0.021741,0.108283,0,0,0.057145,0.031819,0.795446,0.010275,0.007579,0,0,0.874991,0,0,0,0.013244,0.011764,0.007127,0.350648,0.077348,0,0.007095,0,0.118814,0,0.230763,0.004204,0,0.2,0.035501,0,0,0,0,0,0.275218,0,0,0,0.449433,0.058825,25
0.002365,0.006625,0.132236,0,0.432043,0,0.138303,0.182321,0,0,0.116436,0.290384,0.07017,0.052912,0,0.122948,0.003196,0,0.06169,0.079706,0.120003,0.159343,0.045,0,0,0,0,0.068572,0.272734,0.045451,0.297942,0.075758,0,0.03315,0.147723,0.025427,0,0.130045,0,0.023527,0,0.1948,0,0,0.13475,0.022221,0.287125,0.282355,0.076921,0.214288,0.014999,0.141667,0,0.176667,0.056818,0,0.016951,0,0.128435,0,0.006454,0.010389,0.033711,0,26
0.021276,0.006625,0.049585,0,0.398061,0,0.175538,0.165744,0.004977,0.003097,0.140409,0.275004,0.131573,0.031744,0,0.254096,0,0,0.116883,0.043474,0.019999,0.126377,0.025001,0,0,0.009679,0,0.085711,0.140909,0.102271,0.17123,0.022729,0,0.058011,0.124997,0,0,0.080718,0.006625,0.070588,0,0.246758,0.005527,0,0.049644,0,0.425739,0.223532,0.059828,0.201682,0.0225,0.091663,0,0.223334,0.177272,0,0.011299,0,0.128435,0,0,0.023376,0.078652,0,26
0.016548,0.026489,0.115707,0,0.470881,0,0.095746,0.303863,0.00995,0,0.03767,0.244225,0.096488,0.031744,0,0.114756,0,0,0.045455,0.086956,0,0.148354,0.150003,0,0,0,0,0.051428,0.227276,0.159092,0.256845,0.01515,0,0.049723,0.102271,0,0,0.103141,0,0.029412,0,0.10389,0,0,0.13475,0.094447,0.277229,0.290202,0.119657,0.256303,0.0125,0.183326,0,0.163334,0.059091,0,0.079098,0.00488,0.183475,0,0,0,0.112364,0.013071,26
0,0,0.033057,0.012121,0.524282,0,0.154257,0.182321,0,0,0.369863,0.253855,0.122806,0.010581,0,0.172133,0,0,0.084417,0.036232,0.129997,0.131874,0.045,0.007249,0,0.051614,0,0.057145,0.109095,0.124997,0.160955,0.09848,0,0.024861,0.090903,0.016949,0,0.094173,0,0.052939,0,0.207793,0,0,0.028366,0,0.336631,0.152943,0.025643,0.046218,0.1225,0.149996,0.035501,0.26,0.027273,0.006638,0.02825,0,0.055039,0,0,0.101298,0,0,26
0.014183,0.006625,0.090911,0.012121,0.466024,0,0.154257,0.20994,0.004977,0,0.150684,0.309623,0.07017,0.037037,0,0.270497,0,0,0.068183,0.007249,0.079995,0.076926,0.025001,0,0,0.01613,0,0.102856,0.181819,0.11364,0.198629,0.136359,0,0.030386,0.068177,0.025427,0,0.107627,0.052977,0.1,0,0.207793,0.005527,0,0.113471,0.005558,0.316831,0.254907,0.059828,0.159664,0.025001,0.133331,0.00592,0.23,0.054546,0.002213,0.011299,0,0.064217,0,0,0.020778,0.056182,0.006539,26
0.030732,0,0.066114,0,0.44175,0,0.159578,0.198891,0,0,0.03767,0.405762,0.07017,0.037037,0,0.139349,0,0,0.077924,0.043474,0.059996,0.109891,0.074999,0,0,0,0,0.017145,0.259095,0.068177,0.287666,0.053029,0,0.03315,0.102271,0.025427,0,0.139014,0,0.052939,0,0.09091,0,0,0.099288,0.011111,0.346537,0.203923,0.025643,0.239497,0.002501,0.2,0,0.179998,0.056818,0,0.039549,0,0.146782,0,0,0.005194,0.011241,0,26
0.007093,0.006625,0.115707,0,0.504847,0,0.196814,0.099446,0.004977,0,0.154107,0.342313,0.078945,0.021163,0,0.196727,0,0.004675,0.126624,0.014491,0,0.1044,0.029998,0,0.01911,0,0,0.062855,0.118186,0.079546,0.249996,0.053029,0,0.052486,0.079546,0.033897,0,0.139014,0.006625,0.08823,0,0.207793,0,0,0.113471,0.016668,0.316831,0.215689,0.153842,0.113445,0.049999,0.141667,0.00592,0.223334,0.052272,0,0.016951,0,0.036693,0,0,0.025975,0.033711,0,26
0.002365,0.006625,0.074382,0,0.504847,0,0.154257,0.204418,0,0.003097,0.071918,0.284615,0.087721,0.031744,0,0.303282,0,0,0.084417,0.021741,0.019999,0.087914,0.070002,0,0,0,0,0.034283,0.177276,0.102271,0.332189,0.0303,0,0.016573,0.11364,0,0,0.206282,0,0.023527,0,0.220786,0,0,0.198577,0.027779,0.29703,0.26275,0.102564,0.184876,0.002501,0.174998,0,0.239997,0.031818,0,0.050848,0,0.045871,0,0,0.005194,0.123593,0,26
0.009456,0,0.082651,0,0.567976,0,0.101068,0.292815,0.004977,0,0.020546,0.153847,0.087721,0.042325,0,0.106555,0,0,0.0487,0.101447,0,0.170331,0.095003,0,0,0,0,0.068572,0.277276,0.068177,0.332189,0.037879,0,0.019337,0.11364,0,0,0.161436,0,0.017648,0,0.207793,0.005527,0,0.283675,0.022221,0.485152,0.349025,0.051278,0.231094,0,0.108328,0.00592,0.183332,0.045454,0,0.079098,0,0.119257,0,0,0.002599,0.112364,0,26
0.014183,0.026489,0.049585,0,0.563105,0,0.180854,0.220989,0.019899,0,0.017124,0.313464,0.096488,0.074075,0,0.172133,0,0,0.064935,0.050723,0.019999,0.043954,0.155,0,0,0,0,0.074283,0.236366,0.079546,0.311639,0.01515,0,0.022098,0.170448,0,0,0.174891,0,0.08823,0,0.233766,0,0,0.234038,0.011111,0.29703,0.26275,0.051278,0.121848,0,0.158333,0,0.133331,0.027273,0,0.090396,0,0.073386,0,0,0,0.101123,0.006539,26
0.023641,0,0.066114,0.006063,0.446608,0,0.186176,0.143647,0,0,0.068491,0.465391,0.131573,0.021163,0,0.131148,0,0,0.136365,0.057965,0.070001,0.071429,0.019999,0,0,0.029033,0,0.022855,0.127276,0.147723,0.2089,0.0606,0,0.044198,0.079546,0.033897,0,0.156954,0.033114,0.1,0,0.1948,0,0,0.049644,0.005558,0.287125,0.137258,0.059828,0.138658,0.014999,0.149996,0.00592,0.256665,0.040908,0,0.005652,0,0.073386,0,0,0.036364,0.044941,0,26
0.007093,0,0.041325,0,0.466024,0,0.122343,0.165744,0.004977,0,0.222602,0.346153,0.096488,0.021163,0,0.131148,0,0,0.097403,0.043474,0.109998,0.076926,0.025001,0,0,0.009679,0,0.04,0.136367,0.022726,0.291093,0.09848,0,0.038674,0.079546,0,0,0.152468,0,0.035291,0,0.207793,0,0,0.014183,0.011111,0.287125,0.200004,0.094014,0.09664,0.04,0.149996,0,0.313333,0.059091,0.002213,0.016951,0.00488,0.073386,0,0,0.041558,0.067411,0,26
0.009456,0,0.074382,0,0.490297,0,0.170216,0.138119,0,0,0.232873,0.190386,0.07017,0.015875,0,0.172133,0,0.004675,0.077924,0,0.140002,0.109891,0.029998,0,0,0.006451,0,0.022855,0.159095,0.102271,0.243147,0.128788,0,0.058011,0.068177,0.135598,0,0.224218,0,0.029412,0,0.181821,0,0.004739,0.07801,0.011111,0.396034,0.207847,0.085472,0.151261,0.0575,0.141667,0,0.249998,0.088636,0,0.016951,0,0.073386,0,0,0.03896,0.056182,0,26
0.033097,0.013244,0.090911,0,0.42719,0,0.175538,0.176793,0,0,0.099313,0.438471,0.052627,0.031744,0,0.180326,0,0,0.142859,0.050723,0,0.087914,0.039998,0,0,0.006451,0,0.034283,0.113638,0.079546,0.222601,0.106059,0,0.030386,0.124997,0.008479,0,0.165923,0.013244,0.076467,0,0.116883,0.011049,0,0.106376,0.022221,0.277229,0.172552,0.06837,0.151261,0.014999,0.158333,0.00592,0.249998,0.031818,0,0.039549,0,0.073386,0,0,0.012987,0.033711,0,26
0.021276,0.013244,0.049585,0,0.504847,0,0.281922,0.143647,0.004977,0,0.054794,0.138461,0.078945,0.026456,0,0.122948,0,0,0.159093,0.057965,0.010005,0.065937,0.050003,0,0,0.003227,0,0.034283,0.154548,0.124997,0.219175,0.090908,0,0.077348,0.102271,0,0,0.237673,0,0.1,0,0.09091,0,0,0.120567,0.144447,0.287125,0.41571,0.128199,0.067227,0.002501,0.149996,0,0.213332,0.149999,0,0.079098,0,0.027524,0,0,0,0.089882,0.006539,26
0.002365,0.039733,0.057854,0,0.509719,0,0.175538,0.237565,0.00995,0,0.041096,0.249994,0.149124,0.095238,0,0.188526,0.003196,0,0.077924,0.065215,0,0.12088,0.150003,0,0,0,0,0.034283,0.222733,0.079546,0.407525,0,0,0.008288,0.136366,0,0,0.192827,0,0.035291,0,0.233766,0,0,0.148932,0.027779,0.366337,0.141177,0.102564,0.239497,0,0.124994,0,0.176667,0.022728,0,0.045195,0,0.110089,0,0,0,0.123593,0.006539,26
0.007093,0.013244,0.016528,0.212127,0,0.00667,0,0,0,0.17647,0.092464,0,0.11403,0.063494,0,0.213119,0,0.009345,0.045455,0.007249,0,0.087914,0.005002,0.181153,0.114649,0.093549,0.051503,0,0.104548,0.159092,0.041096,0.007579,0.495769,0,0.05682,0,0.19298,0,0.099335,0.047055,0.168648,0.142855,0.033147,0.002371,0.007095,0,0.079203,0,0.153842,0.113445,0.002501,0.174998,0.349109,0.019999,0,0,0,0.078047,0.165129,0,0,0.044157,0.112364,0.098039,27
0.056738,0.033114,0.099179,0.024241,0.092235,0.00667,0.175538,0.171266,0.064675,0,0.020546,0,0.122806,0.08995,0,0.139349,0.012779,0,0.055197,0.115938,0.010005,0.258246,0.125001,0.007249,0.006372,0.012903,0.060086,0.062855,0.186367,0.193186,0.123285,0.01515,0,0.110494,0.159091,0,0,0.304937,0.125831,0.041176,0,0.1948,0.110494,0.035544,0.120567,0.366669,0.415844,0.007843,0.1453,0.205886,0.007501,0.183326,0.00592,0.093334,0.040908,0,0.146896,0,0.220178,0,0,0.020778,0.314611,0.27452,27
0.016548,0.105961,0.256203,0,0.053398,0,0.07447,0.160217,0.129354,0,0,0,0.236837,0.185187,0,0.377052,0.012779,0.121499,0.003248,0.210136,0.079995,0.225279,0.120004,0,0.082801,0,0.017166,0.234284,0.172729,0.375003,0.071917,0.0303,0,0.005524,0.295457,0.033897,0,0.156954,0.059602,0.005885,0,0.337669,0.104973,0.011849,0.106376,0.16111,0.366337,0.019609,0.102564,0.252104,0,0.283327,0.00592,0.013332,0.004545,0,0.152543,0.00488,0.412823,0,0.032259,0,0.157305,0.50328,27
0,0,0,0.200006,0,0.020003,0.005322,0,0.024876,0.006192,0.071918,0,0.026318,0.079363,0,0.057378,0.012779,0,0.240262,0,0,0.082417,0.025001,0.166662,0,0.567767,0,0,0.077276,0,0.05822,0,0.133473,0,0,0,0.389479,0,0.006625,0.117643,0,0.10389,0.005527,0,0,0,0.029706,0,0.188027,0.07563,0.009999,0.074998,0.437869,0.1,0,0,0,0.141458,0.110089,0.024154,0,0.158439,0.123593,0,27
0.009456,0.026489,0.388439,0.048483,0.131068,0,0.106384,0.232043,0.054725,0.006192,0,0,0.236837,0.158731,0,0.336067,0.003196,0.018691,0.003248,0.246368,0.09,0.049451,0.055,0,0.146498,0,0.030043,0.365711,0.118186,0.295457,0.082192,0,0,0.041435,0.38636,0,0,0.192827,0.079472,0.047055,0,0.298704,0.082869,0.002371,0.141837,0.3,0.405939,0.172552,0.205129,0.134455,0,0.341658,0,0.010001,0.004545,0,0.163842,0,0.165129,0,0,0,0.382022,0.189545,27
0,0.006625,0,0.139397,0,0,0.005322,0,0.00995,0.17647,0.2089,0,0.087721,0.105819,0,0.07377,0.003196,0.004675,0.100648,0,0,0.098903,0,0.057965,0.044587,0.23226,0,0,0.031819,0.102271,0.010275,0.01515,0.444917,0,0.011369,0,0.319291,0,0.006625,0.117643,0.059383,0.051945,0.005527,0,0,0,0.009905,0,0.179485,0.054621,0.0525,0.266661,0.301775,0.043332,0,0,0,0.097557,0.110089,0.011272,0,0.109091,0.044941,0,27
0.028369,0.006625,0.008268,0.375764,0,0.00667,0.095746,0,0.039798,0.433441,0.010275,0,0.026318,0.047619,0,0.016393,0.009586,0,0.363654,0.028983,0,0.021977,0.019999,0.137679,0.146498,0.035484,0.064376,0,0.036362,0.090903,0.092464,0,0.042372,0,0.022726,0,0.007017,0.008968,0.529804,0.641188,0.092637,0.025972,0.104973,0.016588,0.113471,0,0.158415,0,0.102564,0.113445,0.002501,0.149996,0.159761,0.216667,0,0,0.005652,0.00488,0.192653,0,0,0,0.179775,0.13726,27
0.014183,0,0,0.060609,0,0,0.015959,0,0.039798,0.343658,0.05822,0,0,0.0582,0,0.016393,0.003196,0,0.204545,0,0,0.010989,0,0.050723,0.012738,0.23226,0.012877,0,0.05909,0,0.030821,0.007579,0.614397,0,0.022726,0.025427,0.289469,0,0.033114,0.199994,0.019001,0.09091,0.005527,0,0.007095,0,0,0,0.111106,0.054621,0.0175,0.166661,0.159761,0.083333,0,0,0,0.068292,0.110089,0,0,0.085715,0,0.01961,27
0.007093,0.01987,0.016528,0.278794,0,0.00667,0.063832,0,0.024876,0.074305,0.198629,0,0.105264,0.074075,0,0.180326,0,0.028036,0.11039,0.007249,0.09,0.296708,0.039998,0.231876,0.248408,0.064516,0.02146,0,0.09091,0.11364,0.061643,0.106059,0.141949,0,0.090903,0,0.043859,0,0.291394,0.229406,0.028504,0.207793,0.121543,0.002371,0.113471,0,0.247523,0,0.179485,0.163867,0.0525,0.141667,0.254435,0.089999,0,0.015487,0.045195,0.048781,0.174307,0,0,0.085715,0.191016,0.098039,27
0.014183,0,0,0.327276,0,0.00667,0.053195,0,0.00995,0.411756,0.13356,0,0.035085,0.0582,0,0.106555,0,0,0.116883,0.014491,0,0.12088,0.015002,0.144921,0.070063,0.129033,0.025749,0,0.109095,0.11364,0.068491,0.0303,0.173727,0,0.079546,0.008479,0.084211,0,0.264899,0.211758,0.07126,0.246758,0.027625,0,0.056732,0,0.198017,0,0.153842,0.205886,0.0575,0.183326,0.213015,0.086668,0,0.002213,0,0.024391,0.128435,0,0,0.114285,0.112364,0.058825,27
0.023641,0.013244,0.074382,0.157581,0.009708,0.020003,0.037235,0.049723,0.00995,0.102168,0.071918,0,0.07017,0.074075,0,0.155741,0,0.004675,0.11039,0.050723,0.019999,0.214292,0.055,0.065215,0.159236,0.074195,0.32618,0,0.145457,0.147723,0.05822,0.075758,0.008474,0.016573,0.159091,0.016949,0.005264,0.040359,0.357615,0.117643,0.114015,0.168828,0.187843,0.14218,0.049644,0.022221,0.277229,0,0.128199,0.17227,0.035,0.183326,0.118341,0.073332,0.024999,0.006638,0.033897,0.024391,0.174307,0,0.006454,0.049351,0.26967,0.209156,27
0.023641,0.099335,0.239675,0.103035,0.009708,0.00667,0.154257,0.110495,0.064675,0.003097,0.03767,0,0.07017,0.174606,0,0.049177,0.003196,0.088788,0.032469,0.224627,0,0.087914,0.105002,0,0.242036,0.051614,0,0.337139,0.1,0.306814,0.123285,0,0.002119,0.03315,0.284088,0.008479,0,0.130045,0.066228,0.047055,0,0.116883,0.154696,0.004739,0.375875,0.166669,0.465341,0.011766,0.205129,0.109246,0,0.2,0.053254,0.056668,0,0,0.163842,0.034146,0.339437,0,0.012902,0.062338,0.168534,0.398702,27
0.011821,0.01987,0.19009,0.060609,0.004857,0,0.138303,0.127071,0.074624,0.018575,0.006849,0,0.131573,0.126987,0,0.098363,0.035143,0.046732,0.058441,0.137679,0.010005,0.027474,0.175004,0.043474,0.165608,0.003227,0.068669,0.405711,0.159095,0.193186,0.154106,0,0.002119,0.011049,0.170448,0,0.003509,0.206282,0.039733,0.082351,0.016627,0.142855,0.104973,0.004739,0.326231,0.205558,0.801982,0,0.119657,0.09664,0,0.083335,0.023667,0.123333,0,0,0.429384,0,0.174307,0,0,0,0.191016,0.339877,27
0.021276,0.205297,0.38018,0.030305,0.092235,0.00667,0.058511,0.193369,0.024876,0.006192,0.051368,0,0.122806,0.132275,0,0.196727,0.006389,0.158881,0.025972,0.224627,0.010005,0.1044,0.130004,0.021741,0.057325,0.01613,0.012877,0.58859,0.204548,0.147723,0.07534,0,0,0.019337,0.295457,0.059325,0,0.134532,0.059602,0.052939,0,0.220786,0.116022,0.00711,0.219847,0.26111,0.396034,0.043137,0.102564,0.147061,0.019999,0.091663,0.011834,0.013332,0.004545,0.006638,0.242939,0,0.229347,0,0.032259,0.005194,0.112364,0.24837,27
0.04019,0.046358,0.024797,0.260609,0,0,0.053195,0.016576,0.004977,0.089782,0.130134,0,0.052627,0.084656,0,0.254096,0.015975,0.01402,0.107145,0.043474,0.039998,0.203303,0.029998,0.115938,0.235671,0.067744,0.206008,0.011428,0.122729,0.05682,0.051368,0.04545,0.031779,0.008288,0.147723,0.025427,0.008772,0.013454,0.311257,0.135291,0.216153,0.1948,0.160217,0.06872,0.070922,0.027779,0.287125,0,0.119657,0.138658,0.025001,0.116665,0.230768,0.046667,0,0,0.011299,0.058536,0.128435,0,0.012902,0.051947,0.089882,0.307195,27
0.007093,0.052977,0.016528,0.200006,0,0,0.015959,0,0.019899,0,0.157533,0,0.11403,0.238094,0.001145,0.204918,0.009586,0.042057,0.103897,0.050723,0.079995,0.054949,0.130004,0.289842,0.127387,0.174195,0.017166,0.011428,0.150005,0.170449,0.154106,0.007579,0.012711,0,0.045451,0.016949,0.015789,0.017936,0.059602,0.076467,0.00475,0.155848,0.022098,0,0.382964,0.011111,0.356432,0,0.119657,0.134455,0.042501,0.124994,0.295856,0.166666,0,0.002213,0.096049,0.331699,0.256871,0,0.006454,0.171427,0.067411,0.065364,27
