@relation mfeat-karhunen

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.646155,0.654688,0.941879,0.483691,0.35979,0.462399,0.429884,0.663949,0.475134,0.511485,0.132015,0.305612,0.333671,0.283235,0.685915,0.546545,0.571521,0.256483,0.518038,0.575983,0.710355,0.482186,0.567878,0.517512,0.275646,0.626956,0.700871,0.419618,0.678324,0.723034,0.260068,0.463579,0.442951,0.580871,0.515924,0.217831,0.449749,0.341827,0.757047,0.254223,0.439378,0.516193,0.202779,0.126656,0.452077,0.528006,0.277373,0.52218,0.456834,0.57873,0.298757,0.692095,0.651214,0.340945,0.477749,0.46883,0.504952,0.445465,0.738462,0.507958,0.576431,0.394089,0.455379,0.442199,3
0.544626,0.759746,0.767582,0.506898,0.233167,0.480984,0.516411,0.618395,0.44502,0.644005,0.096915,0.238132,0.234095,0.341989,0.619523,0.400923,0.709181,0.239591,0.554345,0.666492,0.613236,0.618656,0.531803,0.568819,0.45356,0.601262,0.72196,0.364478,0.724433,0.694359,0.348546,0.431419,0.555423,0.586664,0.4094,0.460288,0.453183,0.143526,0.768341,0.129566,0.695789,0.552031,0.154405,0.299616,0.483257,0.534947,0.249477,0.442822,0.267621,0.625143,0.580993,0.735749,0.396239,0.496574,0.315749,0.720777,0.38856,0.526932,0.321009,0.772883,0.369577,0.264207,0.325523,0.394073,3
0.790424,0.492342,0.799159,0.360676,0.182883,0.503067,0.250797,0.731049,0.435204,0.541418,0.268309,0.369965,0.20506,0.351294,0.636572,0.56409,0.566748,0.409198,0.521619,0.602907,0.616548,0.136507,0.49069,0.590151,0.518402,0.600103,0.549138,0.516336,0.611629,0.722161,0.559321,0.511492,0.56329,0.600407,0.63541,0.223093,0.164203,0.270639,0.576704,0.152013,0.614094,0.578335,0.495152,0.542913,0.717891,0.265569,0.317452,0.700954,0.404307,0.668183,0.50692,0.682158,0.498215,0.260078,0.422532,0.581594,0.26751,0.552372,0.479873,0.406823,0.454904,0.743069,0.459433,0.637245,3
0.49179,0.464155,0.858553,0.29053,0.344057,0.420276,0.506185,0.598446,0.314271,0.644597,0.220116,0.355355,0.253814,0.349131,0.648153,0.228552,0.662615,0.560407,0.269761,0.753217,0.462586,0.370158,0.632235,0.505693,0.435882,1,0.752165,0.348613,0.613876,0.564378,0.532321,0.461817,0.727057,0.593581,0.446792,0.570176,0.540821,0.28109,0.860542,0.219296,0.487908,0.430642,0.450932,0.319285,0.302156,0.490376,0.455123,0.527868,0.318827,0.673179,0.445597,0.592562,0.583538,0.741874,0.240187,0.492684,0.572332,0.646993,0.806662,0.630503,0.571304,0.434511,0.58669,0.625754,3
0.653337,0.414061,0.70533,0.331477,0.274465,0.528198,0.304403,0.765538,0.227415,0.511432,0.175632,0.366217,0.346358,0.316074,0.473677,0.48468,0.490116,0.434825,0.278088,0.676091,0.714056,0.428143,0.535799,0.496654,0.510516,0.78807,0.773063,0.375247,0.625531,0.742996,0.368201,0.727308,0.484615,0.632703,0.478247,0.335734,0.432642,0.197736,0.704421,0.255312,0.345817,0.51945,0.543273,0.406417,0.538939,0.450506,0.452932,0.73231,0.147746,0.371703,0.426759,0.6482,0.552717,0.445842,0.420232,0.632213,0.377424,0.445565,0.4318,0.513661,0.454338,0.566811,0.626525,0.626403,3
0.668255,0.86866,0.684696,0.456361,0.274102,0.472638,0.541786,0.736809,0.32211,0.835853,0.266815,0.532573,0.148378,0.367104,0.728395,0.453819,0.590729,0.338429,0.521936,0.530631,0.589848,0.539371,0.555079,0.547347,0.402777,0.551816,0.555314,0.2427,0.492789,0.746756,0.219745,0.247804,0.431669,0.506767,0.637632,0.454519,0.740904,0.453372,0.65369,0.356563,0.507736,0.579419,0.419358,0.276135,0.450604,0.629843,0.409041,0.450284,0.636361,0.474222,0.488574,0.502085,0.311646,0.700306,0.618501,0.550995,0.417943,0.931479,0.3482,0.193786,0.782267,0.58278,0.546735,0.308298,3
0.495157,1,0.632937,0.411863,0.30137,0.328459,0.582611,0.611529,0.453818,0.547245,0.479742,0.648245,0.186796,0.456919,0.924088,0.421715,0.452809,0.392976,0.689116,0.525185,0.576404,0.693095,0.393196,0.753332,0.333907,0.466221,0.521207,0.227746,0.532988,0.617556,0.354965,0.413854,0.22319,0.5318,0.453589,0.456419,0.626981,0.446879,0.697979,0.52492,0.669565,0.468962,0.356602,0.295584,0.512216,0.31206,0.543544,0.721231,0.849714,0.464987,0.781363,0.378756,0.589766,0.416207,0.48729,0.693897,0.28553,0.700141,0.413971,0.455755,0.766375,0.280384,0.481936,0.186042,3
0.664231,0.686646,0.818217,0.472849,0.261413,0.621953,0.583545,0.645452,0.187542,0.721897,0.145428,0.427241,0.421112,0.394676,0.687811,0.482231,0.624583,0.391064,0.405711,0.604823,0.700031,0.666254,0.477373,0.447489,0.540181,0.444643,0.626088,0.100483,0.533677,0.684485,0.30479,0.279687,0.371669,0.619464,0.60371,0.468745,0.626963,0.572178,0.727025,0.446232,0.787123,0.469455,0.432077,0.258072,0.412002,0.687892,0.448724,0.53183,0.679527,0.606372,0.470953,0.318986,0.412222,0.599414,0.761265,0.650862,0.392155,0.639488,0.321475,0.534671,0.714784,0.434483,0.469186,0.536306,3
0.675452,0.435662,0.70949,0.464677,0.265062,0.448822,0.428418,0.801381,0.121782,0.601485,0.164907,0.464217,0.522445,0.23182,0.708913,0.606612,0.542548,0.652341,0.379395,0.50948,0.902884,0.66573,0.690199,0.552864,0.484412,0.529309,0.698616,0.170213,0.470631,0.470127,0.27926,0.389359,0.53278,0.432476,0.636926,0.205151,0.594823,0.434168,0.747733,0.656004,0.671593,0.452637,0.310233,0.219198,0.548851,0.483874,0.589949,0.780513,0.599279,0.787727,0.693102,0.446092,0.479572,0.319293,0.594649,0.655246,0.41094,0.568742,0.652346,0.462299,0.221342,0.419213,0.538503,0.674151,3
0.617889,0.393898,0.87404,0.202617,0.441426,0.455709,0.625793,0.830388,0.455499,0.619984,0.157967,0.331532,0.297539,0.50724,0.410207,0.344341,0.28731,0.475263,0.428536,0.629031,0.477768,0.476365,0.59758,0.216009,0.052559,0.729588,0.576018,0.335407,0.408702,0.470481,0.536396,0.335403,0.601239,0.535348,0.737687,0.186909,0.700245,0.141069,0.335638,0.146561,0.611879,0.569755,0.407509,0.162926,0.286745,0.564874,0.419527,0.515708,0.519836,0.71362,0.589786,0.401006,0.569347,0.304944,0.269872,0.526586,0.597277,0.393229,0.525447,0.435824,0.645727,0.639404,0.257916,0.550413,3
0.617687,0.778368,0.830183,0.319735,0.343266,0.39087,0.650043,0.58875,0.260571,0.818863,0.320243,0.524525,0.250598,0.33752,0.772851,0.49731,0.618195,0.364219,0.371683,0.651744,0.573131,0.564346,0.655658,0.241192,0.641291,0.668875,0.713938,0.312059,0.726775,0.767708,0.029166,0.440013,0.365066,0.491774,0.625391,0.396396,0.665409,0.429099,0.776998,0.224331,0.363074,0.677075,0.369098,0.466352,0.566309,0.639155,0.486633,0.978836,0.383042,0.636579,0.461986,0.547999,0.40796,0.677891,0.532895,0.67786,0.387422,0.599187,0.390997,0.55016,0.396952,0.497844,0.631336,0.299993,3
0.613415,0.59543,0.668083,0.364971,0.375997,0.546021,0.597113,0.851168,0.166447,0.874279,0.098322,0.401451,0.40828,0.370382,0.545074,0.383512,0.635763,0.443783,0.331529,0.584685,0.55372,0.680237,0.635775,0.445057,0.590426,0.599562,0.75098,0.330504,0.599293,0.480194,0.201249,0.309224,0.4344,0.490833,0.553559,0.371185,0.574466,0.337026,0.737374,0.162842,0.56064,0.543917,0.34021,0.264674,0.420465,0.451387,0.48576,0.622311,0.543592,0.568677,0.615778,0.421745,0.536127,0.42287,0.580664,0.423172,0.426504,0.736879,0.857288,0.545213,0.338858,0.481897,0.597261,0.38944,3
0.569041,0.857067,0.807428,0.409407,0.396021,0.287831,0.758638,0.488281,0.535673,0.774944,0.265321,0.444606,0.218569,0.457419,0.774248,0.450492,0.488951,0.237835,0.384609,0.577543,0.374705,0.431168,0.614511,0.431935,0.470873,0.778745,0.601279,0.361185,0.488042,0.562056,0.158963,0.60764,0.58716,0.428485,0.623052,0.380532,0.781389,0.267652,0.690878,0.217797,0.603352,0.701662,0.407666,0.475345,0.541041,0.560725,0.517799,0.830401,0.587034,0.686713,0.367899,0.716278,0.459826,0.493481,0.619013,0.623494,0.241468,0.571581,0.479547,0.233345,0.694822,0.404546,0.398272,0.260049,3
0.64622,0.477153,0.622717,0.522008,0.207227,0.328959,0.329925,0.663003,0.662754,0.474715,0.234551,0.128493,0.21976,0.393991,0.605947,0.611416,0.480141,0.567749,0.553991,0.725905,0.555966,0,0.435795,0.651093,0.293205,0.750284,0.597322,0.455395,0.652494,0.427964,0.814829,0.772774,0.5654,0.553388,0.68335,0.298079,0.334841,0.134539,0.714282,0.200734,0.532756,0.574783,0.422675,0.564885,0.532721,0.411582,0.380082,0.512905,0.266797,0.555178,0.363425,0.670578,0.43504,0.509138,0.535675,0.560475,0.408015,0.545751,0.627737,0.477617,0.56579,0.519988,0.46234,0.723938,3
0.668213,0.559472,0.805743,0.343292,0.440167,0.430321,0.365371,0.858436,0.468849,0.392925,0.128566,0.399823,0.37255,0.409722,0.730288,0.37103,0.291579,0.197363,0.660102,0.533617,0.660208,0.56885,0.422591,0.470786,0.390985,0.396736,0.636301,0.099514,0.324465,0.597447,0.150466,0.348004,0.659826,0.462528,0.828886,0.423682,0.687771,0.350881,0.760738,0.547547,0.588069,0.529457,0.432467,0.212647,0.468523,0.399756,0.296565,0.510751,0.464085,0.284845,0.508669,0.364927,0.304169,0.217731,0.807513,0.622701,0.399712,0.880224,0.626042,0.389955,0.562018,0.574704,0.652368,0.370598,3
0.503394,0.580858,0.818974,0.278696,0.623942,0.449122,0.415105,0.666224,0.524575,0.492793,0.095331,0.348331,0.484516,0.450792,0.736482,0.413282,0.201368,0.291994,0.660081,0.642199,0.381824,0.615228,0.288915,0.619745,0.598194,0.469548,0.602438,0.076281,0.692215,0.439641,0.270945,0.354188,0.685538,0.35471,0.812539,0.55171,0.609605,0.008474,0.755515,0.499332,0.478288,0.471143,0.49542,0.489868,0.439524,0.297524,0.360104,0.336183,0.331609,0.473899,0.651676,0.412945,0.632201,0.302284,0.726977,0.560817,0.409917,0.516141,0.515117,0.614023,0.420458,0.60849,0.50668,0.506095,3
0.634838,0.538459,0.719733,0.345991,0.33751,0.574248,0.385707,0.83771,0.149094,0.66273,0.136752,0.512253,0.427985,0.395897,0.660961,0.596543,0.587457,0.369393,0.286237,0.574656,0.723615,0.565851,0.617764,0.456815,0.384095,0.715123,0.843491,0.341736,0.582973,0.4862,0.401759,0.586176,0.365883,0.433612,0.527163,0.267276,0.692714,0.2545,0.686861,0.423577,0.657824,0.335884,0.329087,0.146942,0.578833,0.815711,0.613963,0.700032,0.423398,0.47804,0.369987,0.43686,0.594171,0.155786,0.71788,0.453484,0.318573,0.499404,0.598227,0.468065,0.377426,0.432468,0.4299,0.56805,3
0.639559,0.847472,0.653315,0.476609,0.225903,0.280449,0.851898,0.664406,0.345505,0.902418,0.335872,0.470147,0.207016,0.4959,0.705116,0.476719,0.423505,0.490809,0.52247,0.389891,0.542551,0.605223,0.550395,0.585758,0.491945,0.496803,0.637864,0.257077,0.38836,0.639372,0.069401,0.258519,0.285401,0.376274,0.348447,0.2752,0.708705,0.584412,0.537752,0.462857,0.330192,0.683743,0.267574,0.342516,0.46669,0.742749,0.324608,0.688504,0.608001,0.581059,0.551382,0.47042,0.70618,0.475897,0.436726,0.596062,0.450029,0.642441,0.52334,0.359793,0.545142,0.449155,0.608534,0.373108,3
0.619613,0.226102,0.391577,0.32582,0.470525,0.516779,0.422779,0.825449,0.148303,0.628756,0.25986,0.163785,0.65283,0.426326,0.500945,0.621671,0.548905,0.665263,0.428674,0.630337,0.647925,0.578763,0.575389,0.463798,0.435685,0.502335,0.574195,0.284053,0.389652,0.736218,0.390716,0.448353,0.426637,0.470913,0.49057,0.303425,0.545088,0.494458,0.615527,0.385148,0.487505,0.71702,0.39706,0.127257,0.365333,0.464424,0.35583,0.803037,0.397917,0.454148,0.505217,0.516316,0.774488,0.255908,0.372111,0.523277,0.416147,0.671533,0.546169,0.438579,0.722673,0.480972,0.681564,0.451573,3
0.775404,0.399908,0.67624,0.426135,0.067429,0.382233,0.212597,0.803674,0.338626,0.408584,0.450812,0.412767,0.469072,0.294062,0.376519,0.552442,0.568526,0.69444,0.357947,0.720639,0.717482,0.302857,0.597302,0.386061,0.450163,0.817605,0.612671,0.52375,0.734544,0.609829,0.563367,0.649062,0.626294,0.593388,0.459401,0.387681,0.30875,0.448815,0.748846,0.403749,0.739152,0.653547,0.480432,0.458348,0.564692,0.55296,0.400318,0.784824,0.481572,0.630899,0.633071,0.529146,0.522227,0.457029,0.46583,0.674288,0.543246,0.595444,0.305886,0.559808,0.465184,0.437356,0.401934,0.381989,3
0.660273,0.462268,0.641809,0.435348,0.326091,0.573063,0.521254,0.675823,0.05786,0.801053,0.070489,0.270302,0.534045,0.397133,0.532002,0.426337,0.539952,0.504579,0.409061,0.58979,0.659502,0.755631,0.474329,0.542253,0.494349,0.606542,0.582,0.329271,0.448812,0.576859,0.420323,0.367763,0.548124,0.443311,0.574466,0.451486,0.700418,0.218885,0.704603,0.314239,0.415984,0.356105,0.375816,0.29778,0.386156,0.536781,0.747215,0.657234,0.397797,0.729537,0.60675,0.540495,0.586383,0.351341,0.480729,0.6938,0.515483,0.489783,0.734158,0.686928,0.198027,0.243162,0.435059,0.536842,3
0.529628,0.861902,0.615687,0.386625,0.346955,0.107405,0.474819,0.609015,0.423291,0.780884,0.341312,0.555309,0.136607,0.527351,0.661015,0.361123,0.601618,0.212102,0.636136,0.477958,0.482438,0.532343,0.654786,0.634442,0.370625,0.534517,0.614268,0.250951,0.227886,0.697307,0.317023,0.453148,0.842721,0.478125,0.570165,0.280715,0.584248,0.36151,0.559682,0.51506,0.588687,0.453,0.628232,0.648212,0.752173,0.54984,0.504071,0.462869,0.583785,0.428296,0.320886,0.354288,0.502802,0.526595,0.647195,0.472349,0.522873,0.723448,0.427444,0.428299,0.31389,0.254603,0.57318,0.383957,3
0.640107,0.474571,0.985202,0.326733,0.395911,0.402758,0.393306,0.518069,0.600015,0.444085,0.273069,0.228228,0.337027,0.51431,0.724364,0.442169,0.428035,0.333196,0.437724,0.715129,0.49119,0.224889,0.568306,0.62412,0.419325,0.678622,0.569006,0.273484,0.585757,0.593155,0.434487,0.519434,0.852932,0.515473,0.720377,0.107421,0.527257,0.340101,0.833393,0.309447,0.25444,0.808085,0.644448,0.338379,0.5107,0.446067,0.564474,0.61962,0.423545,0.647126,0.610836,0.598557,0.575017,0.569545,0.506477,0.361332,0.558355,0.369387,0.707747,0.426174,0.64631,0.448745,0.464919,0.65505,3
0.610158,0.841078,0.869723,0.36909,0.424333,0.387591,0.683328,0.601539,0.480638,0.816065,0.284196,0.538565,0.250043,0.443029,0.737353,0.355409,0.540712,0.243661,0.388043,0.473931,0.336742,0.479475,0.634117,0.412034,0.469808,0.842004,0.569466,0.360185,0.541787,0.618644,0.239373,0.46227,0.637482,0.405618,0.470983,0.350731,0.835731,0.456153,0.597131,0.198684,0.440165,0.690793,0.461653,0.375361,0.554021,0.641328,0.471975,0.686117,0.540705,0.759859,0.423204,0.587277,0.270629,0.537537,0.448366,0.631793,0.346563,0.603385,0.593418,0.238835,0.491435,0.546432,0.265568,0.34194,3
0.673411,0.424974,0.628494,0.399442,0.291899,0.475155,0.263011,0.749085,0.528845,0.395815,0.252023,0.263951,0.245665,0.175176,0.652044,0.618826,0.430361,0.415411,0.459073,0.728208,0.655511,0.146654,0.518973,0.501624,0.503619,0.823793,0.757265,0.499051,0.781739,0.581648,0.495694,0.720465,0.695283,0.543137,0.603035,0.301586,0.401824,0.12361,0.86605,0.306783,0.342635,0.686405,0.57549,0.716088,0.792783,0.590075,0.509542,0.613282,0.142263,0.592168,0.447103,0.849005,0.378327,0.27961,0.500016,0.667111,0.454073,0.356722,0.764865,0.484118,0.564901,0.379803,0.473814,0.767533,3
0.526344,0.704778,0.876763,0.346618,0.444838,0.264992,0.44388,0.72403,0.508471,0.526509,0.18901,0.432232,0.467825,0.377354,0.755556,0.319742,0.526337,0.250534,0.613354,0.304956,0.595306,0.610096,0.573988,0.3294,0.431237,0.735854,0.906372,0.322321,0.407656,0.749744,0.111656,0.556829,0.751166,0.275627,0.539768,0.498922,0.619671,0.316969,0.670082,0.276446,0.647677,0.580533,0.571895,0.412196,0.558713,0.492875,0.446191,0.650548,0.266025,0.606012,0.402838,0.398037,0.595983,0.445186,0.550136,0.74726,0.366927,0.412976,0.730081,0.408744,0.258769,0.479642,0.492446,0.555379,3
0.577466,0.561393,0.954507,0.277388,0.509698,0.371923,0.323914,0.585038,0.541948,0.498616,0.213626,0.308751,0.364698,0.350067,0.780074,0.516342,0.414548,0.229416,0.57144,0.59763,0.586734,0.43463,0.645106,0.555646,0.386798,0.6163,0.696016,0.370052,0.625814,0.692349,0.238225,0.408933,0.843435,0.437618,0.731806,0.234527,0.592199,0.249776,0.873674,0.423576,0.20354,0.653441,0.594189,0.338405,0.657045,0.589472,0.427208,0.487955,0.254479,0.734375,0.545035,0.495218,0.498872,0.570029,0.518744,0.397581,0.595211,0.322755,0.711482,0.462857,0.509891,0.433186,0.463571,0.574709,3
0.677639,0.355437,0.739968,0.456696,0.184024,0.603867,0.609703,0.794789,0.27875,0.643795,0.132365,0.382385,0.466518,0.560838,0.584789,0.508733,0.272561,0.612391,0.183691,0.550669,0.554708,0.538736,0.383381,0.700856,0.497158,0.647095,0.770741,0.006312,0.301283,0.580033,0.265606,0.362527,0.520773,0.526316,0.592111,0.168952,0.434869,0.556811,0.732498,0.457073,0.542178,0.802287,0.484861,0.254175,0.37194,0.619559,0.434493,0.680754,0.808458,0.547879,0.651497,0.48177,0.420067,0.463371,0.627987,0.52778,0.382138,0.548848,0.522882,0.275405,0.612605,0.474501,0.44412,0.485421,3
0.668799,0.39085,0.935685,0.417687,0.119383,0.522177,0.475013,0.637768,0.433841,0.387069,0.187444,0.349938,0.444956,0.342347,0.642409,0.561939,0.375229,0.515902,0.248291,0.702243,0.643393,0.448996,0.554186,0.615372,0.387547,0.832089,0.652419,0.342525,0.430288,0.745627,0.239181,0.501545,0.596302,0.598885,0.387088,0.298529,0.305843,0.584825,0.695427,0.045205,0.421556,0.717627,0.339358,0.118857,0.465366,0.370633,0.379161,0.702799,0.549849,0.668278,0.508507,0.745478,0.488152,0.551731,0.492862,0.758136,0.510898,0.560286,0.702703,0.357663,0.71784,0.540248,0.527569,0.553326,3
0.704573,0.72137,0.65847,0.333412,0.588501,0.311899,0.520602,0.838768,0.181095,0.770882,0.328312,0.441891,0.44549,0.469417,0.65484,0.431306,0.550749,0.489251,0.419879,0.32675,0.657267,0.595271,0.512875,0.360303,0.662083,0.603084,0.804588,0.337959,0.636767,0.637097,0.267014,0.13288,0.420156,0.351525,0.54494,0.503906,0.689239,0.450574,0.663274,0.456938,0.435501,0.685304,0.322175,0.307511,0.466725,0.873025,0.550089,0.776077,0.445477,0.435042,0.585421,0.351007,0.491994,0.538332,0.417028,0.549098,0.428222,0.615054,0.765246,0.404794,0.31557,0.544317,0.479962,0.232553,3
0.635753,0.648884,0.816295,0.441563,0.373175,0.670273,0.5386,0.621886,0.191014,0.635754,0.144049,0.337639,0.38563,0.382829,0.557107,0.423562,0.437274,0.248617,0.369697,0.521815,0.483955,0.664316,0.462011,0.551325,0.608528,0.658435,0.774317,0.220776,0.481991,0.535823,0.400534,0.533408,0.536993,0.538553,0.568081,0.426388,0.676451,0.398827,0.512133,0.253522,0.659869,0.288207,0.55796,0.613241,0.489358,0.397182,0.360564,0.6515,0.59411,0.472341,0.52941,0.583906,0.546549,0.360412,0.490151,0.608432,0.303603,0.567307,0.243408,0.60488,0.44129,0.351605,0.51239,0.780454,3
0.637354,0.537565,0.775579,0.422004,0.379048,0.567154,0.359469,0.841071,0.412202,0.492714,0.034694,0.302298,0.223298,0.493713,0.773693,0.548802,0.392336,0.228675,0.493189,0.593132,0.440228,0.407203,0.465024,0.79915,0.442057,0.616535,0.579562,0.115855,0.426098,0.62368,0.317532,0.392389,0.517003,0.507049,0.573493,0.273814,0.458483,0.210512,0.65964,0.452645,0.652055,0.636776,0.418051,0.217179,0.515569,0.645256,0.2889,0.771606,0.432546,0.579301,0.552206,0.446504,0.324381,0.308946,0.493691,0.633064,0.386771,0.679196,0.635093,0.487826,0.444289,0.532901,0.391007,0.346995,3
0.548922,0.755256,0.727052,0.256674,0.467199,0.518816,0.548871,0.773602,0.215771,0.779519,0.3094,0.545117,0.199238,0.421305,0.777373,0.540732,0.621176,0.406157,0.410509,0.6455,0.530397,0.726408,0.681411,0.266303,0.507994,0.76308,0.737558,0.375706,0.790805,0.619845,0.289013,0.513173,0.269288,0.483359,0.465494,0.507111,0.623284,0.445914,0.602572,0.258234,0.666945,0.518144,0.230598,0.354572,0.484658,0.572395,0.306821,0.731144,0.482983,0.532764,0.37775,0.551771,0.531593,0.567617,0.402304,0.532266,0.38977,0.707769,0.509573,0.521656,0.337614,0.528319,0.585101,0.45259,3
0.636301,0.751084,0.834049,0.31906,0.386528,0.383845,0.48791,0.5086,0.388728,0.794471,0.250184,0.506232,0.129343,0.493135,0.576484,0.280377,0.662752,0.134188,0.620571,0.637072,0.477854,0.494633,0.570829,0.391373,0.6022,0.586082,0.545143,0.205826,0.577247,0.478826,0.393769,0.485662,0.812427,0.495429,0.479775,0.524604,0.61175,0.212054,0.747875,0.589816,0.593902,0.325329,0.512507,0.483626,0.664464,0.532824,0.363912,0.374658,0.372041,0.472619,0.4679,0.45863,0.284567,0.55423,0.556512,0.592097,0.412543,0.688677,0.3644,0.72786,0.620502,0.345653,0.393594,0.268598,3
0.669142,0.418588,0.664581,0.529163,0.283974,0.270078,0.398597,0.597676,0.840789,0.527973,0.355599,0.244655,0.361026,0.372697,0.746354,0.7256,0.447257,0.556353,0.719996,0.757598,0.484302,0.204004,0.41265,0.812798,0.347554,0.724638,0.490284,0.595312,0.515263,0.292547,0.627893,0.816179,0.667705,0.553973,0.778818,0.050052,0.39387,0.160821,0.588225,0.210297,0.299126,0.66559,0.351728,0.665817,0.634886,0.486134,0.547341,0.733504,0.145796,0.795731,0.419041,0.535105,0.39596,0.507564,0.51721,0.437834,0.524039,0.647668,0.771751,0.542377,0.46284,0.163219,0.378227,0.693329,3
0.802063,0.534006,0.944192,0.468361,0.244908,0.556399,0.552919,0.707342,0.476413,0.511683,0.253227,0.319082,0.482472,0.45078,0.579493,0.517533,0.241662,0.507143,0.390311,0.681217,0.743965,0.639103,0.539068,0.391384,0.449832,0.779569,0.634031,0.180467,0.658177,0.613501,0.273523,0.389622,0.46762,0.567723,0.736563,0.102341,0.832634,0.507687,0.562313,0.288324,0.572242,0.853086,0.282937,0.321139,0.569043,0.516603,0.364384,0.848678,0.506218,0.595209,0.527204,0.521316,0.292933,0.510446,0.3857,0.59476,0.43387,0.699057,0.451503,0.025146,0.54204,0.711461,0.416816,0.65439,3
0.597936,0.474054,0.721894,0.348914,0.246164,0.390446,0.310527,0.64189,0.436498,0.479263,0.143267,0.121785,0.2206,0.321545,0.529472,0.35025,0.424045,0.314118,0.504828,0.729473,0.613317,0.202182,0.461604,0.533719,0.510673,0.648891,0.729477,0.352874,0.487481,0.421428,0.554496,0.645856,0.616424,0.554476,0.558786,0.363767,0.381634,0.079787,0.861087,0.229696,0.342469,0.546445,0.538921,0.376541,0.428919,0.667617,0.369136,0.602482,0.249243,0.523106,0.416638,0.73297,0.712465,0.489686,0.501666,0.742541,0.570817,0.300715,0.671708,0.975865,0.524611,0.321337,0.57275,0.545465,3
0.716471,0.39127,0.759491,0.363241,0.334189,0.519483,0.512035,0.862643,0.253197,0.524502,0.103685,0.347704,0.288779,0.492528,0.586545,0.518674,0.302333,0.453574,0.295123,0.504516,0.690094,0.543545,0.51252,0.560977,0.452818,0.589334,0.840195,0.183593,0.440062,0.410565,0.213266,0.458509,0.649614,0.452903,0.582493,0.159549,0.674409,0.277705,0.739989,0.547275,0.412214,0.60936,0.458768,0.183283,0.367555,0.509785,0.396138,0.656766,0.513663,0.615673,0.515793,0.404575,0.454776,0.572017,0.504265,0.537566,0.586594,0.679173,0.685306,0.301513,0.43924,0.593481,0.533968,0.50094,3
0.561756,0.878699,0.50648,0.382465,0.187972,0.146495,0.638516,0.774906,0.305253,0.697589,0.526267,0.507774,0.181357,0.262374,0.630835,0.333582,0.56508,0.53399,0.487246,0.235052,0.634283,0.511442,0.463083,0.390323,0.204816,0.574234,0.686117,0.465251,0.296867,0.596914,0.18141,0.45351,0.2968,0.579511,0.585897,0.478348,0.841604,0.425595,0.605045,0.416995,0.475415,0.508729,0.493316,0.286243,0.618952,0.782188,0.453853,0.762926,0.477829,0.660376,0.536507,0.39708,0.383145,0.427991,0.573446,0.719751,0.336805,0.445933,0.592427,0.293946,0.519723,0.412471,0.427666,0.447619,3
0.64184,0.37742,0.721981,0.306308,0.241533,0.525017,0.289436,0.672777,0.274601,0.664875,0.28046,0.385621,0.24578,0.573791,0.491107,0.525582,0.576672,0.393614,0.189092,0.637718,0.53297,0.407278,0.485025,0.457822,0.651243,0.93543,0.682551,0.381858,0.399312,0.504455,0.33298,0.674739,0.369133,0.565283,0.380909,0.193071,0.298911,0.30948,0.586964,0.34559,0.608152,0.466928,0.624833,0.436768,0.464074,0.698314,0.424035,0.569129,0.355189,0.355034,0.544905,0.707702,0.520392,0.502327,0.468738,0.454345,0.483928,0.532961,0.615754,0.722894,0.559255,0.573508,0.804565,0.407636,3
0.552815,0.93478,0.63863,0.443633,0.261531,0.089782,0.639672,0.560654,0.517171,0.713501,0.391354,0.519339,0.14959,0.601559,0.64037,0.444333,0.389261,0.420194,0.495211,0.535117,0.436382,0.5515,0.519689,0.728468,0.286432,0.753933,0.492305,0.300394,0.324524,0.659073,0.199679,0.343038,0.539645,0.605225,0.476349,0.348352,0.644486,0.348976,0.474375,0.381947,0.510192,0.660411,0.42977,0.352864,0.44217,0.529999,0.395333,0.718055,0.67853,0.447256,0.640984,0.67186,0.711292,0.615806,0.340648,0.620041,0.523915,0.517495,0.378796,0.317976,0.777557,0.10254,0.493319,0.423595,3
