@relation plant-margin

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99}

@data
0.022221,0,0.046509,0.091955,0.333324,0,0.319151,0,0.046509,0.100004,0.046872,0.17242,0,0.023808,0.205885,0,0.333328,0.010869,0.156248,0.103442,0.03846,0,0,0.074995,0.261901,0.522725,0.190477,0.414633,0.026313,0.311474,0.413798,0.569247,0.186048,0,0.023808,0.021737,0.114278,0.09722,0.264705,0.05405,0.383185,0.191487,0.016665,0.51515,0.043954,0.3913,0.074069,0.021276,0.581828,0.04255,0,0.023254,0.399996,0.318175,0.09722,0.071423,0.25,0.034482,0.062016,0.586951,0,0.102557,0.046872,0.1087,17
0.088883,0.019046,0.116277,0.126436,0.491224,0,0.2766,0.124992,0.069763,0.120003,0,0.275861,0,0.047616,0.35295,0,0.242425,0.005434,0.078128,0.137922,0.23078,0.5,0,0.024998,0.214285,0.295457,0.285721,0.439022,0.065791,0.229511,0.224144,0.338472,0.069764,0.133324,0.071424,0.021737,0.171433,0.291659,0.294115,0.108101,0.233649,0.063825,0,0.424246,0.043954,0.543474,0.240742,0.180854,0.363638,0.021275,0,0.023254,0.160001,0.242418,0.124995,0.25,0.375007,0,0.038762,0.478263,0.045451,0.025639,0.046872,0.021738,17
0.088883,0.019046,0.011627,0.045974,0.754369,0,0.063826,0,0.093018,0.079995,0,0.068962,0.032864,0.119053,0.264705,0,0.303027,0.016303,0.062496,0.103442,0.19231,0.187504,0,0.024998,0.285721,0.409085,0.380954,0.463411,0.078947,0.196727,0.431039,0.307695,0.069764,0,0,0.021737,0.057139,0.180552,0.41177,0.18919,0.205613,0.021275,0.016665,0.424246,0.010988,0.478262,0.259259,0.2766,0.2,0.021275,0.014924,0,0.440004,0.303018,0.041662,0.392847,0.187504,0.034482,0.015503,0.499999,0.181806,0.179489,0.062496,0.021738,17
0.044441,0,0.011627,0.045974,0.561394,0,0.127663,0,0,0.059996,0.031248,0.344821,0.009389,0.095232,0.55882,0,0.303027,0.005434,0.062496,0.17242,0.17308,0.406256,0,0,0.309529,0.204542,0.404761,0.414633,0.052627,0.163933,0.500009,0.369239,0.069764,0,0,0.08695,0,0.236102,0.52941,0.24324,0.214959,0.127662,0.116665,0.303027,0.010988,0.369563,0.388888,0.159578,0.454553,0.127662,0,0,0.280003,0.303018,0.041662,0.392847,0.124992,0,0,0.19565,0,0.153849,0.093752,0.152175,17
0.066662,0.028569,0.058142,0.034481,0.666657,0.006289,0.127663,0,0.069763,0.120003,0.015624,0.275861,0,0.047616,0.5,0,0.242425,0.005434,0.156248,0.137922,0.15385,0.281248,0,0,0.214285,0.454536,0.095232,0.414633,0,0.245904,0.46552,0.369239,0.116285,0,0.071424,0.021737,0,0.236102,0.41177,0.270265,0.186918,0.106387,0.03333,0.424246,0.010988,0.478262,0.49999,0.191492,0.41819,0.04255,0.029848,0,0.379997,0.257568,0.05555,0.285712,0.093744,0.034482,0.007752,0.152175,0,0.179489,0.015625,0.1087,17
0.022221,0.019046,0.069769,0.080461,0.6842,0.056603,0.191488,0,0.023254,0.120003,0.015624,0.344821,0.004695,0.047616,0.38236,0,0.181822,0.005434,0.031248,0.103442,0.23078,0.218752,0,0,0.357146,0.249994,0.238092,0.365856,0,0.131148,0.396558,0.369239,0.046509,0.266649,0.023808,0.043475,0.114278,0.263877,0.35295,0.216215,0.271035,0.04255,0.149996,0.696973,0,0.369563,0.185181,0.212768,0.472733,0.063826,0.029848,0,0.320001,0.212117,0.124995,0.178577,0.031248,0,0.046513,0.260874,0,0.230767,0.015625,0.043475,17
0.022221,0,0.151165,0.103449,0.368419,0,0.063826,0,0.093018,0.059996,0.015624,0.4138,0.004695,0.142861,0.647065,0,0.060602,0,0.093752,0.034481,0.17308,0.468752,0,0,0.238093,0.272731,0.380954,0.390244,0.013156,0.278688,0.396558,0.446167,0.023256,0,0,0,0.142863,0.166665,0.35295,0.13514,0.224304,0.063825,0.03333,0.606054,0.010988,0.499999,0.31481,0.287238,0.490914,0.04255,0,0.046509,0.280003,0.257568,0.15277,0.071423,0.031248,0.017241,0.007752,0.239126,0.136354,0.179489,0.062496,0.086951,17
0.022221,0.019046,0.023254,0.137935,0.543852,0.025155,0.127663,0,0,0.079995,0.046872,0.103442,0.018778,0.095232,0.323525,0,0.121204,0.010869,0.046872,0.137922,0.03846,0,0,0,0.214285,0.295457,0.261902,0.390244,0.026313,0.147541,0.586211,0.600015,0.139539,0,0,0.108699,0.085709,0.180552,0.41177,0.13514,0.48598,0.063825,0.066661,0.454548,0.054948,0.239125,0.166664,0.053194,0.745466,0,0.029848,0.046509,0.300002,0.303018,0.111107,0.214288,0.124992,0,0.007752,0.543475,0,0,0.031248,0.021738,17
0.044441,0,0.10465,0.057474,0.192976,0.044025,0.255325,0.249983,0.023254,0.219997,0,0.586202,0.004695,0.357146,0.617654,0,0.030301,0.010869,0,0.24138,0.634631,0.124992,0,0.175002,0.357146,0.136365,0.142861,0.219511,0.03947,0.114756,0.293106,0.107696,0.046509,0,0.238093,0,0.114278,0.472204,0.323525,0.32433,0.093459,0,0.333322,0.242425,0,0.282611,0.888879,0.319156,0.054543,0.382975,0.014924,0,0.039999,0.181817,0.027775,0.464289,0.218752,0,0,0,0,0.12821,0.062496,0.065213,18
0.066662,0.047621,0.151165,0.068968,0.087721,0.012578,0,0.187488,0.116284,0,0.093752,0.620681,0.028169,0.261901,0.323525,0,0.212123,0.043478,0,0.034481,0.65386,0.281248,0,0.049997,0.357146,0.090902,0.261902,0.195122,0.197366,0.180326,0.275866,0.061536,0.116285,0.066662,0,0.08695,0.02857,0.402766,0.294115,0.432431,0,0.063825,0.283326,0.303027,0.087914,0.260874,0.518517,0.244686,0.018181,0.574463,0.044772,0.046509,0.100004,0.166659,0.013888,0.392847,0.093744,0.137933,0.093027,0.043475,0.045451,0.256406,0.062496,0.1087,18
0,0.009523,0.162792,0.080461,0.192976,0.025155,0.106388,0,0.209302,0.059996,0,0.689643,0.004695,0.190477,0.735293,0,0.060602,0.010869,0,0.137922,0.730791,0.187504,0,0.074995,0.095232,0.249994,0.214285,0.195122,0.03947,0.147541,0.155173,0.015384,0.023256,0,0.023808,0.108699,0.171433,0.458316,0.35295,0.270265,0.018691,0,0.266661,0.424246,0.076926,0.30435,1,0.329794,0.036362,0.382975,0.044772,0,0.179999,0.090908,0.111107,0.214288,0.187504,0.086212,0.077519,0,0.045451,0.051279,0.093752,0.152175,18
0.022221,0,0.197673,0.022987,0.175433,0.012578,0.106388,0.249983,0.139538,0.140001,0,0.517241,0.028169,0.238093,0.294115,0,0.060602,0.038043,0,0.2069,0.634631,0.187504,0,0,0.380954,0.159091,0.071424,0.170733,0.131575,0.163933,0.206903,0.092312,0.116285,0,0.095232,0,0.200002,0.416653,0.294115,0.24324,0.028036,0.04255,0.366662,0.212124,0.131874,0.152175,0.81481,0.297881,0.072724,0.574463,0,0,0.059997,0.136359,0.05555,0.321423,0.218752,0.068963,0.077519,0.065213,0,0.051279,0.25,0.086951,18
0.044441,0,0.127905,0.034481,0.105264,0,0.063826,0.187488,0.093018,0.059996,0.031248,0.586202,0.009389,0.119053,0.823539,0,0.242425,0.010869,0,0.137922,0.50001,0.25,0,0.049997,0.142861,0.159091,0.119053,0.219511,0.131575,0.229511,0.172413,0.138464,0.069764,0.066662,0.023808,0.065212,0.114278,0.499979,0.558819,0.351355,0.009345,0.021275,0.249996,0.272726,0.109891,0.282611,0.648136,0.372346,0.090914,0.531913,0.14925,0.023254,0.140002,0.151509,0.027775,0.428577,0.124992,0.103452,0.054265,0,0.045451,0.076918,0.125,0.065213,18
0,0,0.186046,0.068968,0.192976,0,0.021276,0,0.162793,0.16,0.015624,0.482759,0.004695,0.452377,0.470589,0,0.030301,0.027175,0.015624,0.034481,0.769249,0.25,0,0.150003,0.357146,0.045451,0.285721,0.29269,0.065791,0.245904,0.206903,0.153848,0.116285,0,0.023808,0,0.114278,0.458316,0.264705,0.37838,0.046732,0.021275,0.366662,0.242425,0.043954,0.369563,0.796283,0.20213,0.109095,0.425525,0,0,0.120003,0.121209,0.069445,0.321423,0.25,0.034482,0.023255,0,0,0.12821,0.078128,0.1087,18
0.088883,0.009523,0.174419,0.022987,0.175433,0.012578,0.127663,0.187488,0.046509,0.120003,0,0.655161,0,0.333337,0.55882,0,0.060602,0.010869,0.015624,0.2069,0.50001,0.25,0,0.2,0.214285,0.181817,0.190477,0.317079,0.013156,0.262296,0.120692,0.030768,0.069764,0,0.095232,0.043475,0.228572,0.291659,0.264705,0.432431,0.028036,0,0.383327,0.363645,0.032966,0.260874,0.574069,0.20213,0.127276,0.680851,0.074629,0.093018,0.280003,0.121209,0.083332,0.357135,0.218752,0.017241,0.100778,0.043475,0.045451,0.076918,0.125,0.1087,18
0.088883,0.009523,0.267441,0.068968,0.192976,0.037736,0.127663,0.187488,0,0.16,0.015624,0.517241,0.014084,0.190477,0.41177,0,0.090903,0.010869,0.015624,0.17242,0.730791,0.156256,0,0.074995,0.214285,0.136365,0.095232,0.195122,0.065791,0.213119,0.120692,0.076928,0.139539,0.066662,0.142861,0.065212,0.171433,0.277765,0.52941,0.351355,0.056077,0,0.449987,0.272726,0.087914,0.19565,0.648136,0.297881,0.018181,0.382975,0.134326,0,0.219997,0.0606,0.083332,0.5,0.093744,0,0.062016,0,0.045451,0.12821,0.156248,0.086951,18
0.044441,0.019046,0.162792,0.022987,0.122806,0.062892,0.042551,0.187488,0.093018,0.140001,0,0.482759,0.032864,0.214285,0.41177,0,0.212123,0.027175,0.046872,0.103442,0.557709,0.156256,0,0.074995,0.166669,0.136365,0.071424,0.121956,0.105261,0.163933,0.258625,0.092312,0.116285,0.066662,0.142861,0.065212,0.342866,0.499979,0.205885,0.351355,0.009345,0.021275,0.349995,0.121204,0.087914,0.260874,0.68518,0.2766,0.163638,0.446812,0.044772,0.023254,0.120003,0.181817,0.09722,0.5,0.281248,0.034482,0.062016,0.021738,0.045451,0.102557,0.062496,0.1087,18
0,0.028569,0.197673,0.011494,0.192976,0.025155,0.042551,0.124992,0.162793,0.059996,0.046872,0.482759,0.042253,0.30953,0.41177,0,0.030301,0.032609,0,0.2069,0.865409,0.187504,0,0.049997,0.238093,0.204542,0.238092,0.121956,0.078947,0.06557,0.224144,0.107696,0.046509,0,0.047616,0.043475,0.142863,0.416653,0.294115,0.486481,0.028036,0,0.416658,0.242425,0.032966,0.239125,0.851843,0.20213,0.054543,0.489362,0.029848,0.023254,0.160001,0.181817,0.069445,0.464289,0.312496,0,0.007752,0.021738,0.045451,0.102557,0.093752,0.1087,18
0.022221,0,0.116277,0.126436,0.175433,0,0.063826,0.187488,0,0.100004,0,0.620681,0,0.238093,0.529409,0,0.060602,0.021737,0,0.137922,0.84618,0.281248,0,0.049997,0.380954,0.068177,0.190477,0.219511,0.078947,0.245904,0.224144,0.169232,0.116285,0.066662,0.071424,0.021737,0.257142,0.458316,0.264705,0.37838,0.009345,0.0851,0.599983,0.242425,0.010988,0.130437,0.611103,0.255324,0.072724,0.59575,0,0,0.140002,0.106059,0,0.464289,0.156256,0.137933,0.038762,0,0.045451,0.12821,0.078128,0.021738,18
0.066662,0,0.093023,0.068968,0.175433,0.012578,0.191488,0.187488,0.069763,0.120003,0,0.655161,0.004695,0.142861,0.38236,0,0.181822,0.016303,0,0.24138,0.44232,0.281248,0,0.150003,0.285721,0.204542,0.095232,0.146345,0.065791,0.196727,0.258625,0.092312,0.116285,0.066662,0.047616,0.043475,0.114278,0.361097,0.35295,0.432431,0.009345,0,0.416658,0.303027,0.131874,0.30435,0.648136,0.361708,0.036362,0.659575,0.044772,0,0.160001,0.151509,0.111107,0.5,0.312496,0.034482,0.038762,0,0.090903,0.076918,0.031248,0.021738,18
0.044441,0.019046,0.127905,0.022987,0.298239,0.050314,0.085102,0,0.069763,0.179999,0.015624,0.827582,0.009389,0.261901,0.617654,0,0.030301,0.005434,0,0.17242,0.769249,0.281248,0,0.074995,0.261901,0.181817,0.261902,0.146345,0.013156,0.163933,0.310347,0.092312,0.069764,0.266649,0.047616,0,0.057139,0.374984,0.47059,0.351355,0.009345,0,0.399991,0.272726,0.032966,0.347825,0.666655,0.308519,0.036362,0.446812,0.014924,0,0.179999,0.075758,0,0.750001,0.093744,0,0,0,0,0.205127,0.078128,0.1087,18
0.044441,0.019046,0.069769,0,0.22807,0.132075,0.340426,0,0.093018,0.100004,0,0.7931,0.009389,0.095232,0.5,0,0.090903,0,0,0.17242,0.48078,0.437503,0,0.125005,0.404762,0.136365,0.190477,0.2439,0.026313,0.06557,0.224144,0.107696,0.023256,0,0.071424,0,0,0.444429,0.38236,0.29729,0.037382,0,0.416658,0.242425,0,0.326087,0.62962,0.361708,0.145457,0.659575,0.029848,0.046509,0.219997,0.090908,0.05555,0.5,0.187504,0,0.023255,0,0.181806,0.12821,0.015625,0.021738,18
0,0,0.10465,0.103449,0.07017,0.006289,0.021276,0.249983,0.069763,0.059996,0.062496,0.862061,0.009389,0.30953,0.5,0,0,0.027175,0,0.17242,0.576941,0.25,0,0.2,0.357146,0.090902,0.214285,0.073166,0.131575,0.147541,0.362077,0.12308,0.116285,0,0,0.239125,0.171433,0.333322,0.147065,0.486481,0.009345,0.04255,0.383327,0.303027,0.153851,0.086951,0.666655,0.191492,0.054543,0.468088,0.14925,0.046509,0.039999,0.090908,0.027775,0.392847,0.124992,0.068963,0.038762,0,0,0.384616,0.109376,0.260875,18
0.044441,0,0.2093,0.034481,0.280697,0.031447,0.106388,0.249983,0.046509,0.079995,0,0.724139,0.014084,0.166669,0.44118,0,0.212123,0.027175,0,0.068961,0.769249,0.156256,0,0.049997,0.309529,0.113639,0.095232,0.341467,0.078947,0.06557,0.224144,0.092312,0,0,0.142861,0.19565,0.085709,0.374984,0.41177,0.351355,0.028036,0,0.499992,0.272726,0.032966,0.282611,0.944429,0.265962,0.072724,0.3617,0.044772,0,0.039999,0.106059,0.027775,0.178577,0.281248,0.051722,0.046513,0,0.045451,0.153849,0.093752,0.086951,18
0.244439,0.142856,0.139537,0.298852,0.07017,0.044025,0.212764,0,0.069763,0.280003,0.281248,0.034481,0.145539,0.023808,0.05882,0,0.424247,0.130433,0.171872,0.379301,0.03846,0,0,0,0.023808,0.227268,0,0.2439,0.197366,0.311474,0.01724,0,0.279078,0,0.119053,0.347824,0.228572,0.027776,0.11764,0,0.028036,0.212763,0.083335,0.363645,0.32968,0.086951,0.074069,0.063832,0,0,0.194031,0,0.199998,0,0.111107,0,0.343744,0.327587,0.162794,0.413038,0,0,0.25,0.021738,19
0,0.057144,0.302323,0.229884,0.649115,0.012578,0.106388,0,0.139538,0.039997,0,0.103442,0.009389,0.047616,0.5,0,0.151521,0.027175,0.156248,0.24138,0.07692,0,0,0,0,0.363633,0,0.4878,0.171052,0.344267,0.01724,0.030768,0.093018,0,0,0.08695,0.285712,0.513873,0.794115,0.540532,0.186918,0.04255,0.016665,0.636371,0.065937,0.347825,0.111113,0,0.036362,0,0.059696,0,0.480001,0.454534,0.05555,0.107135,0.281248,0.017241,0.124033,0.173913,0,0,0.062496,0.021738,19
0.155557,0.07619,0.151165,0.022987,0.245612,0.012578,0.170213,0,0.116284,0.240005,0.218752,0.17242,0.103286,0.023808,0.55882,0,0.181822,0.021737,0.093752,0.17242,0.21154,0,0,0,0.095232,0.363633,0,0.268289,0.184209,0.262296,0.103452,0.030768,0.209302,0,0.023808,0.152174,0.142863,0.388878,0.617656,0.24324,0.102804,0.063825,0.049996,0.454548,0.087914,0.217388,0.574069,0.180854,0.018181,0,0.194031,0,0.440004,0.090908,0.166664,0.25,0.281248,0.172414,0.038762,0.065213,0,0,0.203128,0,19
0.044441,0.038092,0.139537,0.390808,0.456131,0.094339,0.021276,0.124992,0.093018,0.059996,0.078128,0,0.0892,0.023808,0.11764,0,0.393946,0.054346,0.125,0.137922,0,0,0,0,0.047616,0.522725,0,0.463411,0.197366,0.491808,0.01724,0.092312,0.186048,0,0.023808,0.239125,0.171433,0.19444,0.38236,0.162165,0.149536,0.255324,0,0.757575,0.274731,0.239125,0,0,0,0,0.14925,0.023254,0.280003,0.212117,0.027775,0,0.124992,0.206904,0.139536,0.369563,0.045451,0,0.125,0,19
0.111115,0.114287,0.174419,0.333338,0.333324,0.044025,0.127663,0,0.046509,0.140001,0.156248,0.034481,0.037558,0.023808,0.05882,0,0.393946,0.038043,0.156248,0.24138,0,0,0,0,0,0.818171,0,0.536589,0.092104,0.524593,0,0,0.186048,0,0.071424,0.173912,0.285712,0.166665,0.08823,0.162165,0.158881,0.446811,0.066661,0.787877,0.318691,0.217388,0.018517,0,0.018181,0,0.179107,0,0.460002,0.121209,0.027775,0,0.093744,0.172414,0.209303,0.1087,0,0.025639,0.046872,0.021738,19
0.066662,0.066667,0.139537,0.298852,0.368419,0.050314,0.063826,0,0.069763,0.16,0.140624,0,0.065728,0.047616,0.08823,0,0.424247,0.054346,0.218753,0.275861,0,0,0,0,0.047616,0.568176,0,0.975611,0.131575,0.606564,0.01724,0.046152,0.186048,0,0.023808,0.239125,0.057139,0.111108,0.235295,0.108101,0.158881,0.468088,0.03333,0.939398,0.098903,0.239125,0.037036,0,0,0,0.104477,0,0.500001,0.181817,0.013888,0,0.156256,0.103452,0.155039,0.282613,0,0,0.046872,0.021738,19
0.044441,0.085713,0.2093,0.298852,0.385961,0.037736,0.255325,0,0.093018,0.240005,0.093752,0.034481,0.061033,0,0.294115,0,0.333328,0.048912,0.125,0.310341,0.07692,0,0,0,0.023808,0.522725,0,0.804878,0.105261,0.327866,0.034481,0,0.116285,0,0.023808,0.152174,0.342866,0.180552,0.52941,0.216215,0.084113,0.148937,0.083335,0.757575,0.098903,0.347825,0.092596,0.021276,0,0,0.074629,0,0.760004,0.121209,0.041662,0.035712,0.187504,0.120693,0.178297,0.065213,0,0,0.109376,0,19
0.022221,0.085713,0.093023,0.298852,0.22807,0.037736,0.106388,0,0.116284,0.179999,0.125,0,0.070422,0.023808,0,0,0.454548,0.081521,0.265625,0.55172,0,0,0,0,0.023808,0.659091,0,0.5122,0.223679,0.606564,0.01724,0.015384,0.255811,0.066662,0.023808,0.282611,0.228572,0.083333,0.176475,0.05405,0.074768,0.3617,0.016665,0.818177,0.109891,0.173912,0.055552,0,0,0,0.253728,0.023254,0.440004,0.0303,0.013888,0,0.25,0.137933,0.224811,0.478263,0,0,0.062496,0,19
0.022221,0.066667,0.232554,0.413795,0.140348,0.081761,0.319151,0,0.139538,0.260004,0.140624,0,0.032864,0.047616,0.02941,0,0.272726,0.070652,0.093752,0.413799,0,0,0,0,0.023808,0.77272,0,0.609756,0.223679,0.475415,0.01724,0.015384,0.232557,0,0.119053,0.173912,0.342866,0.069445,0.05882,0.027025,0.084113,0.40425,0,0.696973,0.208794,0.086951,0,0,0,0,0.089553,0,0.420005,0.0303,0,0,0.375007,0.379317,0.224811,0.19565,0,0,0.109376,0.021738,19
0,0.009523,0.186046,0.241384,0.403504,0,0.063826,0,0.139538,0.039997,0.031248,0.068962,0.032864,0.047616,0.35295,0,0.151521,0.043478,0.140624,0.103442,0.03846,0,0,0,0.023808,0.545451,0,0.658533,0.131575,0.278688,0.068962,0.061536,0.046509,0,0.047616,0.108699,0.142863,0.458316,0.705886,0.675671,0.289726,0.170212,0,0.727275,0.153851,0.478262,0.222225,0,0.036362,0,0.029848,0,0.480001,0.454534,0.027775,0.035712,0.093744,0.137933,0.10853,0.065213,0,0,0.046872,0.043475,19
0.022221,0.019046,0.244187,0.229884,0.614021,0.018867,0.106388,0,0.116284,0.100004,0.031248,0.17242,0.028169,0.047616,0.294115,0,0.212123,0.005434,0.109376,0.17242,0.07692,0,0,0,0.071424,0.636365,0,0.951222,0.052627,0.344267,0.051721,0.015384,0.069764,0,0,0.19565,0.085709,0.263877,0.264705,0.37838,0.299072,0.063825,0.03333,0.878795,0.021977,0.478262,0.185181,0.031914,0,0.04255,0.044772,0,0.820001,0.439384,0.05555,0.035712,0.062496,0.120693,0.069768,0.130437,0,0,0.031248,0.021738,19
0,0,0.197673,0.126436,0.614021,0.018867,0.085102,0,0.162793,0,0,0.275861,0.004695,0.023808,0.617654,0,0.181822,0,0.140624,0.103442,0.11539,0,0,0,0.023808,0.136365,0,0.5122,0.013156,0.36066,0.224144,0.076928,0.023256,0,0,0.043475,0.085709,0.291659,0.735295,0.972962,0.168226,0.170212,0,0.424246,0.010988,0.630436,0.444439,0.021276,0.163638,0,0.014924,0,0.500001,0.863625,0.083332,0.321423,0,0.034482,0.069768,0.152175,0,0,0.015625,0.021738,19
0,0,0.220927,0.091955,0.350866,0,0.021276,0,0.116284,0,0.046872,0.75862,0.042253,0.047616,0.941178,0,0.090903,0.038043,0.140624,0.137922,0.07692,0,0,0,0.047616,0.295457,0,0.414633,0.078947,0.131148,0.189654,0.015384,0.116285,0,0,0.065212,0.142863,0.749982,0.764706,0.56757,0.102804,0.276599,0.03333,0.363645,0.065937,0.630436,0.537034,0.14894,0.018181,0,0.029848,0,0.320001,0.363626,0,0.142847,0.124992,0.086212,0.131784,0.043475,0,0,0.015625,0,19
0,0,0.197673,0.137935,0.333324,0,0.021276,0,0.046509,0.019999,0.109376,0.862061,0.004695,0.047616,0.882359,0,0.212123,0.021737,0.109376,0.068961,0.3077,0.062496,0,0,0.071424,0.272731,0.023808,0.560978,0.052627,0.081971,0.172413,0.061536,0.093018,0,0,0.065212,0.02857,0.611092,0.588231,0.729721,0.065423,0.106387,0.083335,0.212124,0.109891,0.478262,0.703699,0.287238,0.018181,0,0.029848,0,0.160001,0.257568,0.013888,0.464289,0.031248,0.103452,0.124033,0.173913,0,0.025639,0,0.021738,19
0.022221,0.009523,0.127905,0.057474,0.315781,0,0.127663,0,0.139538,0.059996,0,1,0.018778,0.023808,0.941178,0,0.181822,0.005434,0.078128,0.034481,0.17308,0,0,0,0.071424,0.090902,0,0.29269,0.065791,0.114756,0.362077,0.076928,0.069764,0,0,0.152174,0.200002,0.666643,0.617656,0.75676,0.084113,0.021275,0.03333,0.333328,0.076926,0.521737,0.777766,0.212768,0.109095,0.021275,0.014924,0,0.240006,0.363626,0.041662,0.464289,0.218752,0.017241,0.031006,0.152175,0,0,0.093752,0.021738,19
0.044441,0.085713,0.255814,0.195404,0.368419,0.025155,0.148938,0,0.093018,0.379997,0.171872,0.034481,0.042253,0,0.05882,0,0.424247,0.108693,0.078128,0.310341,0,0,0,0,0.023808,0.522725,0,0.560978,0.249993,0.754104,0.01724,0,0.186048,0,0.095232,0.108699,0.400006,0.180552,0.41177,0.108101,0.056077,0.319149,0.03333,0.787877,0.076926,0.173912,0.074069,0,0,0,0.119402,0.023254,0.240006,0.136359,0.041662,0,0.281248,0.241385,0.124033,0.1087,0,0,0.234376,0.021738,19
0.022221,0.019046,0.10465,0.068968,0.07017,0,0.255325,0.499999,0.069763,0.079995,0.046872,0.310341,0.042253,0.452377,0.38236,0.199986,0.181822,0.016303,0.140624,0.137922,0.38462,0.281248,0,0.474996,0.142861,0.204542,0.285721,0.097555,0.065791,0,0.051721,0.030768,0.186048,0.333345,0.071424,0.08695,0.257142,0.15277,0.41177,0.162165,0.009345,0.148937,0.383327,0.121204,0.032966,0.086951,0.296293,0.255324,0.090914,0.744676,0.14925,0.232556,0.260005,0.04545,0.069445,0.035712,0.156256,0.120693,0.062016,0.152175,0,0.512813,0.062496,0.456525,20
0,0.009523,0.069769,0.057474,0.087721,0,0.042551,0.562495,0.069763,0.039997,0.015624,0.275861,0.032864,0.523815,0.38236,0.266648,0.242425,0.021737,0.093752,0.17242,0.44232,0.281248,0,0.175002,0.261901,0.068177,0.452378,0.146345,0.157895,0.081971,0.068962,0.12308,0.186048,0.066662,0,0.08695,0.200002,0.305547,0.41177,0.162165,0.037382,0.127662,0.2,0.151521,0.076926,0.065213,0.351845,0.319156,0.018181,0.702125,0.044772,0.255811,0.399996,0.0303,0.194439,0.107135,0.093744,0.051722,0.077519,0.065213,0,0.538466,0.046872,0.347825,20
0,0,0.151165,0.011494,0.087721,0,0.106388,0,0.069763,0.039997,0.015624,0.2069,0.037558,0.380954,0.38236,0.266648,0.151521,0.021737,0.046872,0.2069,0.44232,0.343744,0.416661,0.2,0.357146,0.113639,0.500007,0.146345,0.144732,0.098363,0.241384,0.138464,0.069764,0.066662,0,0.08695,0.314282,0.180552,0.323525,0.24324,0,0.191487,0.066661,0.242425,0.043954,0.130437,0.31481,0.297881,0.127276,0.59575,0.134326,0.093018,0.260005,0.0303,0.069445,0.25,0.124992,0.137933,0.100778,0.043475,0.136354,0.666662,0.046872,0.347825,20
0.022221,0,0.139537,0,0.052627,0,0.106388,0,0.046509,0.100004,0,0.4138,0.018778,0.404763,0.647065,0.266648,0.242425,0.021737,0.140624,0.137922,0.59617,0.343744,0.166656,0.074995,0.452379,0.068177,0.476186,0.219511,0.052627,0.114756,0.086211,0.12308,0.139539,0,0.071424,0.043475,0.142863,0.291659,0.38236,0.216215,0.018691,0.148937,0.049996,0.242425,0.065937,0.173912,0.49999,0.223411,0.090914,0.510637,0.044772,0.255811,0.199998,0.106059,0.236102,0.142847,0.093744,0.051722,0.038762,0.130437,0.181806,0.538466,0.062496,0.195651,20
0,0,0.069769,0.045974,0.122806,0,0.106388,0.499999,0.162793,0.039997,0,0.44828,0.018778,0.404763,0.44118,0.266648,0.272726,0.010869,0.140624,0.103442,0.403859,0.312495,0,0.249997,0.523814,0.045451,0.380954,0.2439,0.052627,0.098363,0.155173,0.092312,0.069764,0.066662,0.023808,0.217387,0.085709,0.291659,0.323525,0.108101,0.009345,0.212763,0.1,0.090903,0.065937,0.130437,0.425922,0.2766,0.236371,0.659575,0.089553,0.255811,0.300002,0.0606,0.194439,0.214288,0.031248,0.034482,0.046513,0.173913,0.045451,0.435895,0.031248,0.195651,20
